Year,Month,OriginCountry,DestinationCountry,Exports
2021,5,Germany (Customs),Russia,206
2021,5,Germany (Customs),Saudi Arabia,8
2021,5,Germany (Customs),Serbia,28
2021,5,Germany (Customs),Singapore,50
2021,5,Germany (Customs),Slovakia,70
2021,5,Germany (Customs),Slovenia,114
2021,5,Germany (Customs),South Africa,48
2021,5,Germany (Customs),Spain,10326
2021,5,Germany (Customs),Sweden,212
2021,5,Germany (Customs),Switzerland,1356
2021,5,Germany (Customs),Taiwan,84
2021,5,Germany (Customs),Thailand,96
2021,5,Germany (Customs),Turkey,78
2021,5,Germany (Customs),Ukraine,10
2021,5,Germany (Customs),United Arab Emirates,20
2021,5,Germany (Customs),United Kingdom,31964
2021,5,Germany (Customs),United States,25838
2021,5,Germany (Customs),Uruguay,0
2021,5,Germany (Customs),Vietnam,482
2021,5,Greece,Cyprus,0
2021,5,Greece,Germany,2
2021,5,Guatemala,El Salvador,0
2021,5,Guatemala,Panama,2
2021,5,Iran,Armenia,158
2021,5,Iran,Azerbaijan,464
2021,5,Iran,Iraq,102
2021,5,Ireland (Customs),Israel,360
2021,5,Ireland (Customs),Taiwan,2
2021,5,Israel,Taiwan,0
2021,5,Japan,Bangladesh,2
2021,5,Japan,Chile,36804
2021,5,Japan,India,100732
2021,5,Japan,Indonesia,0
2021,5,Japan,"Korea, South",2
2021,5,Japan,Malaysia,20978
2021,5,Japan,Morocco,37160
2021,5,Japan,Philippines,211006
2021,5,Japan,Singapore,0
2021,5,Japan,Taiwan,14600
2021,5,Japan,Thailand,83566
2021,5,Japan,United States,35642
2021,5,Japan,Vietnam,18052
2021,5,Kenya,Central African Republic,0
2021,5,Kenya,Malawi,18
2021,5,Kenya,Rwanda,50
2021,5,Kenya,Tanzania,332
2021,5,Kenya,Uganda,526
2021,5,Lithuania,Estonia,354
2021,5,Lithuania,Finland,0
2021,5,Lithuania,Latvia,438
2021,5,New Zealand,Solomon Islands,0
2021,5,Peru,Chile,139234
2021,5,Peru,Dominican Republic,7124
2021,5,Peru,Panama,3150
2021,5,Philippines,India,113962
2021,5,Philippines,Saudi Arabia,75602
2021,5,Poland (Customs),Austria,3562
2021,5,Poland (Customs),Czech Republic,5930
2021,5,Poland (Customs),Germany,17554
2021,5,Poland (Customs),Hungary,430
2021,5,Poland (Customs),Ireland,6
2021,5,Poland (Customs),Italy,278
2021,5,Poland (Customs),Lithuania,564
2021,5,Poland (Customs),Slovakia,6840
2021,5,Poland (Customs),United States,0
2021,5,Portugal,Angola,52
2021,5,Portugal,Ireland,0
2021,5,Portugal,Spain,418
2021,5,Qatar,Japan,140000
2021,5,Qatar,Singapore,193568
2021,5,Qatar,Switzerland,134012
2021,5,Qatar,United Arab Emirates,77000
2021,5,Russia,Albania,0
2021,5,Russia,Azerbaijan,1360
2021,5,Russia,Belarus,1004
2021,5,Russia,Georgia,1912
2021,5,Russia,Germany,0
2021,5,Russia,Kazakhstan,38850
2021,5,Russia,Kyrgyzstan,0
2021,5,Russia,Latvia,382
2021,5,Russia,Lithuania,17792
2021,5,Russia,Moldova,132
2021,5,Russia,Mongolia,1594
2021,5,Russia,Ukraine,3356
2021,5,Russia,Uzbekistan,0
2021,5,Serbia,Bosnia & Herzegovina,1226
2021,5,Serbia,Bulgaria,448
2021,5,Serbia,Greece,304
2021,5,Serbia,Montenegro,40
2021,5,Serbia,Romania,776
2021,5,Singapore,"Korea, South",6
2021,5,Singapore,Malaysia,1644
2021,5,Singapore,Taiwan,22
2021,5,South Africa,Botswana,130
2021,5,South Africa,Lesotho,2
2021,5,South Africa,Malawi,0
2021,5,South Africa,Namibia,16
2021,5,South Africa,Swaziland,2
2021,5,South Africa,Zimbabwe,9460
2021,5,South Korea,Australia,14000
2021,5,South Korea,Chile,85910
2021,5,South Korea,China,55470
2021,5,South Korea,Hong Kong,0
2021,5,South Korea,India,189838
2021,5,South Korea,Indonesia,16000
2021,5,South Korea,Japan,30
2021,5,South Korea,Malaysia,16802
2021,5,South Korea,Philippines,398
2021,5,South Korea,Singapore,1232
2021,5,South Korea,Taiwan,0
2021,5,South Korea,Thailand,55414
2021,5,South Korea,Vietnam,49058
2021,5,Spain,Algeria,2384
2021,5,Spain,Andorra,0
2021,5,Spain,Argentina,37696
2021,5,Spain,Belgium,274
2021,5,Spain,Bulgaria,12
2021,5,Spain,Colombia,0
2021,5,Spain,Cyprus,0
2021,5,Spain,Czech Republic,4
2021,5,Spain,Egypt,2
2021,5,Spain,France,8632
2021,5,Spain,Germany,0
2021,5,Spain,Greece,78
2021,5,Spain,Hong Kong,0
2021,5,Spain,Hungary,4
2021,5,Spain,Ireland,0
2021,5,Spain,Italy,8
2021,5,Spain,Malta,0
2021,5,Spain,Melilla,0
2021,5,Spain,Mexico,39100
2021,5,Spain,Moldova,2
2021,5,Spain,Montenegro,16
2021,5,Spain,Morocco,31484
2021,5,Spain,Netherlands,36
2021,5,Spain,New Zealand,0
2021,5,Spain,Niger,150
2021,5,Spain,Peru,0
2021,5,Spain,Poland,0
2021,5,Spain,Portugal,32212
2021,5,Spain,Romania,0
2021,5,Spain,Russia,0
2021,5,Spain,Sweden,0
2021,5,Spain,Switzerland,2
2021,5,Spain,Tunisia,6298
2021,5,Spain,Turkey,4
2021,5,Spain (Customs),Algeria,2384
2021,5,Spain (Customs),Andorra,0
2021,5,Spain (Customs),Argentina,37696
2021,5,Spain (Customs),Belgium,274
2021,5,Spain (Customs),Bulgaria,12
2021,5,Spain (Customs),Colombia,0
2021,5,Spain (Customs),Cyprus,0
2021,5,Spain (Customs),Czech Republic,4
2021,5,Spain (Customs),Egypt,2
2021,5,Spain (Customs),France,8632
2021,5,Spain (Customs),Germany,0
2021,5,Spain (Customs),Greece,78
2021,5,Spain (Customs),Hong Kong,0
2021,5,Spain (Customs),Hungary,4
2021,5,Spain (Customs),Ireland,0
2021,5,Spain (Customs),Italy,8
2021,5,Spain (Customs),Malta,0
2021,5,Spain (Customs),Mexico,39100
2021,5,Spain (Customs),Moldova,2
2021,5,Spain (Customs),Montenegro,16
2021,5,Spain (Customs),Morocco,31484
2021,5,Spain (Customs),Netherlands,36
2021,5,Spain (Customs),New Zealand,0
2021,5,Spain (Customs),Niger,150
2021,5,Spain (Customs),Peru,0
2021,5,Spain (Customs),Portugal,32212
2021,5,Spain (Customs),Romania,0
2021,5,Spain (Customs),Russia,0
2021,5,Spain (Customs),Sweden,0
2021,5,Spain (Customs),Switzerland,2
2021,5,Spain (Customs),Tunisia,6298
2021,5,Spain (Customs),Turkey,4
2021,5,Switzerland,France,2370
2021,5,Switzerland,Germany,874
2021,5,Taiwan,China,5678
2021,5,Taiwan,Ireland,2314
2021,5,Taiwan,Israel,2732
2021,5,Taiwan,Japan,268
2021,5,Taiwan,Malaysia,262
2021,5,Taiwan,Netherlands,240
2021,5,Taiwan,Philippines,192
2021,5,Taiwan,Singapore,1000
2021,5,Taiwan,Thailand,50
2021,5,Taiwan,United States,5712
2021,5,Taiwan,Vietnam,190
2021,5,Thailand,Argentina,0
2021,5,Thailand,Australia,4
2021,5,Thailand,Brazil,0
2021,5,Thailand,Cambodia,1634
2021,5,Thailand,Hong Kong,2
2021,5,Thailand,Indonesia,0
2021,5,Thailand,Japan,0
2021,5,Thailand,Laos,25916
2021,5,Thailand,Philippines,4
2021,5,Thailand,Vietnam,2
2021,5,Turkey,Albania,2
2021,5,United Kingdom HMRC,France,1178
2021,5,United Kingdom HMRC,Germany,0
2021,5,United Kingdom HMRC,Ireland,42
2021,5,United Kingdom HMRC,Israel,58
2021,5,United Kingdom HMRC,Netherlands,10
2021,5,United Kingdom HMRC,Saudi Arabia,0
2021,5,United Kingdom HMRC,Spain,6
2021,5,United Kingdom HMRC,Sweden,6
2021,5,United States,Bahamas,218
2021,5,United States,Canada,35040
2021,5,United States,Ecuador,2
2021,5,United States,El Salvador,12
2021,5,United States,Germany,22
2021,5,United States,Ireland,40
2021,5,United States,Israel,132
2021,5,United States,Jamaica,42
2021,5,United States,Japan,24
2021,5,United States,"Korea, South",20
2021,5,United States,Mexico,20848
2021,5,United States,Netherlands,4036
2021,5,United States,Singapore,58
2021,5,United States,Taiwan,32
2021,5,United States,United Kingdom,104
2021,5,United States (CIF),Bahamas,218
2021,5,United States (CIF),Canada,35040
2021,5,United States (CIF),Ecuador,2
2021,5,United States (CIF),El Salvador,12
2021,5,United States (CIF),Germany,22
2021,5,United States (CIF),Ireland,40
2021,5,United States (CIF),Israel,132
2021,5,United States (CIF),Jamaica,42
2021,5,United States (CIF),Japan,24
2021,5,United States (CIF),"Korea, South",20
2021,5,United States (CIF),Mexico,20848
2021,5,United States (CIF),Netherlands,4036
2021,5,United States (CIF),Singapore,58
2021,5,United States (CIF),Taiwan,32
2021,5,United States (CIF),United Kingdom,104
2021,5,United States (Consumption/Domestic),Bahamas,218
2021,5,United States (Consumption/Domestic),Canada,34686
2021,5,United States (Consumption/Domestic),Ecuador,2
2021,5,United States (Consumption/Domestic),El Salvador,12
2021,5,United States (Consumption/Domestic),Germany,22
2021,5,United States (Consumption/Domestic),Ireland,40
2021,5,United States (Consumption/Domestic),Israel,132
2021,5,United States (Consumption/Domestic),Jamaica,42
2021,5,United States (Consumption/Domestic),Japan,24
2021,5,United States (Consumption/Domestic),"Korea, South",20
2021,5,United States (Consumption/Domestic),Mexico,20848
2021,5,United States (Consumption/Domestic),Netherlands,4036
2021,5,United States (Consumption/Domestic),Singapore,58
2021,5,United States (Consumption/Domestic),Taiwan,32
2021,5,United States (Consumption/Domestic),United Kingdom,104
2021,5,United States (HS 8),Bahamas,218
2021,5,United States (HS 8),Canada,35040
2021,5,United States (HS 8),Ecuador,2
2021,5,United States (HS 8),El Salvador,12
2021,5,United States (HS 8),Germany,22
2021,5,United States (HS 8),Ireland,40
2021,5,United States (HS 8),Israel,132
2021,5,United States (HS 8),Jamaica,42
2021,5,United States (HS 8),Japan,24
2021,5,United States (HS 8),"Korea, South",20
2021,5,United States (HS 8),Mexico,20848
2021,5,United States (HS 8),Netherlands,4036
2021,5,United States (HS 8),Singapore,58
2021,5,United States (HS 8),Taiwan,32
2021,5,United States (HS 8),United Kingdom,104
2021,5,Uruguay,Punta Pereira (Uruguay),8546
2021,5,Uruguay,Rio Negro (Uruguay),4276
2021,5,Vietnam (BOL),Cambodia,6
2021,5,Vietnam (BOL),India,2
2021,4,Vietnam (BOL),Cambodia,52
2021,4,Uruguay,Rio Negro (Uruguay),3960
2021,4,Uruguay,Punta Pereira (Uruguay),3934
2021,4,Vietnam (BOL),Laos,60
2021,4,United States (HS 8),Taiwan,18
2021,4,United States (HS 8),United Kingdom,106
2021,4,United States (HS 8),Singapore,16
2021,4,United States (HS 8),New Zealand,6
2021,4,United States (HS 8),Netherlands,2
2021,4,United States (HS 8),Mexico,5088
2021,4,United States (HS 8),Malaysia,4
2021,4,United States (HS 8),"Korea, South",40
2021,4,United States (HS 8),Japan,72
2021,4,United States (HS 8),Jamaica,4764
2021,4,United States (HS 8),Israel,80
2021,4,United States (HS 8),Germany,2
2021,4,United States (HS 8),Canada,39576
2021,4,United States (HS 8),China,2
2021,4,United States (HS 8),Denmark,30
2021,4,United States (HS 8),Ecuador,2
2021,4,United States (HS 8),Bahamas,146
2021,4,United States (Consumption/Domestic),United Kingdom,106
2021,4,United States (HS 8),Australia,32
2021,4,United States (Consumption/Domestic),Taiwan,18
2021,4,United States (Consumption/Domestic),Singapore,16
2021,4,United States (Consumption/Domestic),New Zealand,6
2021,4,United States (Consumption/Domestic),Netherlands,2
2021,4,United States (Consumption/Domestic),Mexico,5068
2021,4,United States (Consumption/Domestic),"Korea, South",40
2021,4,United States (Consumption/Domestic),Malaysia,4
2021,4,United States (Consumption/Domestic),Japan,72
2021,4,United States (Consumption/Domestic),Jamaica,4764
2021,4,United States (Consumption/Domestic),Israel,80
2021,4,United States (Consumption/Domestic),Germany,2
2021,4,United States (Consumption/Domestic),Ecuador,2
2021,4,United States (Consumption/Domestic),Denmark,30
2021,4,United States (Consumption/Domestic),Canada,39324
2021,4,United States (Consumption/Domestic),Bahamas,146
2021,4,United States (CIF),United Kingdom,106
2021,4,United States (Consumption/Domestic),Australia,32
2021,4,United States (CIF),Singapore,16
2021,4,United States (CIF),Taiwan,18
2021,4,United States (CIF),New Zealand,6
2021,4,United States (CIF),Mexico,5088
2021,4,United States (CIF),Netherlands,2
2021,4,United States (CIF),Malaysia,4
2021,4,United States (CIF),"Korea, South",40
2021,4,United States (CIF),Japan,72
2021,4,United States (CIF),Jamaica,4764
2021,4,United States (CIF),Israel,80
2021,4,United States (CIF),Germany,2
2021,4,United States (CIF),Ecuador,2
2021,4,United States (CIF),Denmark,30
2021,4,United States (CIF),China,2
2021,4,United States (CIF),Canada,39576
2021,4,United States (CIF),Bahamas,146
2021,4,United States,United Kingdom,106
2021,4,United States (CIF),Australia,32
2021,4,United States,Taiwan,18
2021,4,United States,Singapore,16
2021,4,United States,Netherlands,2
2021,4,United States,New Zealand,6
2021,4,United States,Mexico,5088
2021,4,United States,Malaysia,4
2021,4,United States,"Korea, South",40
2021,4,United States,Japan,72
2021,4,United States,Jamaica,4764
2021,4,United States,Israel,80
2021,4,United States,Germany,2
2021,4,United States,Ecuador,2
2021,4,United States,Canada,39576
2021,4,United States,China,2
2021,4,United States,Denmark,30
2021,4,United States,Bahamas,146
2021,4,United States,Australia,32
2021,4,United Kingdom HMRC,Spain,6
2021,4,United Kingdom HMRC,Netherlands,6
2021,4,United Kingdom HMRC,Poland,2
2021,4,United Kingdom HMRC,Israel,2
2021,4,United Kingdom HMRC,Ireland,48
2021,4,United Kingdom HMRC,Germany,0
2021,4,United Kingdom HMRC,France,830
2021,4,Turkey,Germany,0
2021,4,Turkey,Turk. Rep. of N. Cyprus,30
2021,4,Ukraine,Georgia,8
2021,4,Thailand,Vietnam,0
2021,4,Thailand,Philippines,16
2021,4,Thailand,Singapore,0
2021,4,Thailand,Laos,18800
2021,4,Thailand,Japan,0
2021,4,Thailand,"Korea, South",0
2021,4,Thailand,Hong Kong,0
2021,4,Thailand,Indonesia,6
2021,4,Thailand,Cambodia,372
2021,4,Thailand,Australia,6
2021,4,Thailand,Bangladesh,34
2021,4,Thailand,Brazil,0
2021,4,Thailand,Argentina,0
2021,4,Taiwan,Vietnam,224
2021,4,Taiwan,United States,5366
2021,4,Taiwan,Thailand,56
2021,4,Taiwan,Singapore,1106
2021,4,Taiwan,Philippines,8218
2021,4,Taiwan,Netherlands,160
2021,4,Taiwan,Malaysia,298
2021,4,Taiwan,Japan,232
2021,4,Taiwan,Israel,320
2021,4,Taiwan,Ireland,1140
2021,4,Taiwan,China,5426
2021,4,Switzerland,Pakistan,0
2021,4,Switzerland,Germany,1008
2021,4,Switzerland,United Kingdom,0
2021,4,Switzerland,France,2722
2021,4,Sweden,Finland,3210
2021,4,Sweden,Norway,10594
2021,4,Sweden,United Kingdom,19340
2021,4,Sweden,United States,34740
2021,4,Switzerland,Austria,40
2021,4,Spain (Customs),Taiwan,0
2021,4,Spain (Customs),Vietnam,2
2021,4,Sweden,Denmark,6812
2021,4,Spain (Customs),Switzerland,4
2021,4,Spain (Customs),Sweden,0
2021,4,Spain (Customs),Russia,0
2021,4,Spain (Customs),Singapore,0
2021,4,Spain (Customs),Romania,0
2021,4,Spain (Customs),Portugal,15762
2021,4,Spain (Customs),Netherlands,36
2021,4,Spain (Customs),Morocco,31546
2021,4,Spain (Customs),Italy,12
2021,4,Spain (Customs),Ireland,0
2021,4,Spain (Customs),Hungary,4
2021,4,Spain (Customs),Greece,58
2021,4,Spain (Customs),France,9670
2021,4,Spain (Customs),Czech Republic,2
2021,4,Spain (Customs),Cuba,46
2021,4,Spain (Customs),Colombia,0
2021,4,Spain (Customs),China,2
2021,4,Spain (Customs),Bulgaria,12
2021,4,Spain (Customs),Belgium,174
2021,4,Spain (Customs),Brazil,39900
2021,4,Spain (Customs),Andorra,2
2021,4,Spain (Customs),Angola,0
2021,4,Spain (Customs),Algeria,2654
2021,4,Spain,Vietnam,2
2021,4,Spain,Taiwan,0
2021,4,Spain,Switzerland,4
2021,4,Spain,Sweden,0
2021,4,Spain,Russia,0
2021,4,Spain,Saudi Arabia,0
2021,4,Spain,Singapore,0
2021,4,Spain,Romania,0
2021,4,Spain,Portugal,15762
2021,4,Spain,Netherlands,36
2021,4,Spain,Morocco,31546
2021,4,Spain,Melilla,2
2021,4,Spain,Italy,12
2021,4,Spain,Luxembourg,0
2021,4,Spain,Ireland,0
2021,4,Spain,Hungary,4
2021,4,Spain,India,0
2021,4,Spain,Greece,58
2021,4,Spain,Germany,0
2021,4,Spain,France,9670
2021,4,Spain,Czech Republic,2
2021,4,Spain,Cuba,46
2021,4,Spain,Colombia,0
2021,4,Spain,Ceuta,0
2021,4,Spain,Bulgaria,12
2021,4,Spain,China,2
2021,4,Spain,Brazil,39900
2021,4,Spain,Belgium,174
2021,4,Spain,Angola,0
2021,4,Spain,Andorra,2
2021,4,Spain,Algeria,2654
2021,4,South Korea,Vietnam,31894
2021,4,South Korea,Thailand,16860
2021,4,South Korea,United States,2
2021,4,South Korea,Taiwan,0
2021,4,South Korea,Singapore,1582
2021,4,South Korea,Pakistan,0
2021,4,South Korea,Philippines,16400
2021,4,South Korea,Japan,28
2021,4,South Korea,Malaysia,15602
2021,4,South Korea,Indonesia,16000
2021,4,South Korea,India,114200
2021,4,South Korea,Hong Kong,0
2021,4,South Korea,Fiji,38
2021,4,South Korea,China,90820
2021,4,South Korea,Chile,94800
2021,4,South Africa,Zimbabwe,4860
2021,4,South Africa,Swaziland,4
2021,4,South Africa,Zambia,64
2021,4,South Africa,Namibia,38
2021,4,South Africa,Mauritius,54
2021,4,South Africa,Mozambique,6
2021,4,South Africa,Malawi,64
2021,4,South Africa,Lesotho,2
2021,4,South Africa,Botswana,4
2021,4,Slovenia,Serbia,0
2021,4,Slovenia,Croatia,8
2021,4,Slovenia,France,0
2021,4,Slovenia,Italy,0
2021,4,Slovenia,Macedonia,0
2021,4,Slovakia,Austria,0
2021,4,Slovakia,Bulgaria,46
2021,4,Slovakia,Czech Republic,44
2021,4,Slovakia,Poland,48
2021,4,Slovenia,Austria,0
2021,4,Slovenia,Bosnia & Herzegovina,12
2021,4,Singapore,Taiwan,10
2021,4,Singapore,Thailand,0
2021,4,Singapore,Malaysia,3536
2021,4,Singapore,Philippines,0
2021,4,Serbia,Romania,636
2021,4,Serbia,Greece,254
2021,4,Singapore,Brunei Darussalam,0
2021,4,Singapore,"Korea, South",8
2021,4,Serbia,Bulgaria,638
2021,4,Serbia,Bosnia & Herzegovina,1130
2021,4,Russia,Ukraine,5550
2021,4,Russia,Tajikistan,0
2021,4,Russia,Mongolia,1966
2021,4,Russia,Lithuania,20976
2021,4,Russia,Kazakhstan,39062
2021,4,Russia,Kyrgyzstan,0
2021,4,Russia,Georgia,1940
2021,4,Russia,Czech Republic,0
2021,4,Russia,Belarus,26
2021,4,Russia,Azerbaijan,1212
2021,4,Russia,Armenia,2
2021,4,Romania,Hungary,234
2021,4,Romania,Serbia,124
2021,4,Qatar,United States,77000
2021,4,Romania,Czech Republic,0
2021,4,Qatar,Switzerland,274558
2021,4,Qatar,Singapore,98550
2021,4,Qatar,Morocco,76996
2021,4,Portugal,Spain,314
2021,4,Portugal,Angola,14
2021,4,Poland (Customs),Slovakia,7064
2021,4,Poland (Customs),Turkey,8
2021,4,Poland (Customs),Lithuania,1044
2021,4,Poland (Customs),Malta,4
2021,4,Poland (Customs),Morocco,33136
2021,4,Poland (Customs),Netherlands,4
2021,4,Poland (Customs),Italy,332
2021,4,Poland (Customs),Hungary,1642
2021,4,Poland (Customs),Germany,16224
2021,4,Poland (Customs),Czech Republic,6112
2021,4,Poland (Customs),Algeria,1102
2021,4,Poland (Customs),Austria,4212
2021,4,Poland,Lithuania,1044
2021,4,Poland,Malta,4
2021,4,Poland,Morocco,33136
2021,4,Poland,Netherlands,4
2021,4,Poland,Turkey,8
2021,4,Poland,Slovakia,7064
2021,4,Philippines,Mexico,41800
2021,4,Philippines,Singapore,6002
2021,4,Philippines,Thailand,16004
2021,4,Poland,Algeria,1102
2021,4,Poland,Austria,4212
2021,4,Poland,Czech Republic,6400
2021,4,Poland,Germany,24474
2021,4,Poland,Hungary,1802
2021,4,Poland,Italy,332
2021,4,Peru,Chile,166284
2021,4,New Zealand,Niue,0
2021,4,Netherlands,United Kingdom,346
2021,4,New Zealand,Vanuatu,0
2021,4,Netherlands,Sweden,0
2021,4,Netherlands,Slovakia,0
2021,4,Netherlands,Slovenia,0
2021,4,Netherlands,South Africa,2
2021,4,Netherlands,Spain,14
2021,4,Netherlands,Germany,20006
2021,4,Netherlands,Greece,42
2021,4,Netherlands,Guyana,110
2021,4,Netherlands,Hungary,0
2021,4,Netherlands,Iceland,30
2021,4,Netherlands,Ireland,270
2021,4,Netherlands,Italy,0
2021,4,Netherlands,Latvia,0
2021,4,Netherlands,Lithuania,0
2021,4,Netherlands,Luxembourg,0
2021,4,Netherlands,Mali,264
2021,4,Netherlands,Malta,0
2021,4,Netherlands,Niger,318
2021,4,Netherlands,Non-EU Suppression,144
2021,4,Netherlands,Not Determin Extra EU Trade,32
2021,4,Netherlands,Panama,52
2021,4,Netherlands,Portugal,0
2021,4,Netherlands,Romania,0
2021,4,Lithuania,Latvia,346
2021,4,Lithuania,Estonia,456
2021,4,Lithuania,Germany,4
2021,4,Malaysia,Brunei Darussalam,104
2021,4,Malaysia,Papua New Guinea,76
2021,4,Malaysia,Philippines,38
2021,4,Kenya,Uganda,512
2021,4,Latvia,Lithuania,0
2021,4,Kenya,Tanzania,186
2021,4,Kenya,Rwanda,0
2021,4,Kenya,Malawi,14
2021,4,Japan,Vietnam,4
2021,4,Japan,United States,36120
2021,4,Malaysia,Singapore,3194
2021,4,Malaysia,Sri Lanka,50
2021,4,Malaysia,Sudan,250
2021,4,Mexico,Chile,38006
2021,4,Mexico,Guatemala,148
2021,4,Mexico,United States,143292
2021,4,Netherlands,Austria,0
2021,4,Netherlands,Belgium,14478
2021,4,Netherlands,Bulgaria,0
2021,4,Netherlands,Burkina Faso,264
