Year	Month	OriginCountry	DestinationCountry	Exports
2021	4	Japan	C256	4
2021	4	Japan	C245	36120
2021	4	Malaysia	C202	3194
2021	4	Malaysia	C214	50
2021	4	Malaysia	C216	250
2021	4	Mexico	C40	38006
2021	4	Mexico	C97	148
2021	4	Mexico	C245	143292
2021	4	Netherlands	C10	0
2021	4	Netherlands	C18	14478
2021	4	Netherlands	C29	0
2021	4	Netherlands	C30	264
2021	4	Netherlands	C33	386
2021	4	Netherlands	C48	152
2021	4	Netherlands	C49	358
2021	4	Netherlands	C57	10
2021	4	Netherlands	C60	0
2021	4	Netherlands	C62	352
2021	4	Netherlands	C71	0
2021	4	Netherlands	C74	0
2021	4	Netherlands	C79	0
2021	4	Netherlands	C80	12
2021	4	Netherlands	C85	50
2021	4	Japan	C234	18686
2021	4	Japan	C226	34400
2021	4	Japan	C222	29196
2021	4	Japan	C182	224182
2021	4	Japan	C140	0
2021	4	Japan	C108	4
2021	4	Japan	C123	8
2021	4	Japan	C107	76766
2021	4	Japan	C40	58722
2021	4	Japan	C15	4
2021	4	Italy Istat	C212	14082
2021	4	Italy Istat	C220	506
2021	4	Italy Istat	C226	16
2021	4	Italy Istat	C176	10
2021	4	Italy Istat	C190	20
2021	4	Italy Istat	C193	32
2021	4	Italy Istat	C205	1386
2021	4	Italy	C193	32
2021	4	Italy	C205	1386
2021	4	Italy	C212	14082
2021	4	Italy	C220	506
2021	4	Italy	C226	16
2021	4	Italy Istat	C3	12
2021	4	Italy Istat	C18	4
2021	4	Italy Istat	C21	16
2021	4	Italy Istat	C10	2670
2021	4	Italy Istat	C54	48
2021	4	Italy Istat	C55	168
2021	4	Italy Istat	C57	22
2021	4	Italy Istat	C58	2
2021	4	Italy Istat	C71	12
2021	4	Italy Istat	C80	1844
2021	4	Italy Istat	C89	46
2021	4	Italy Istat	C94	2
2021	4	Italy Istat	C112	4
2021	4	Italy Istat	C134	0
2021	4	Italy Istat	C143	152
2021	4	Italy	C3	12
2021	4	Italy	C10	2670
2021	4	Italy	C18	4
2021	4	Italy	C21	16
2021	4	Ireland (Customs)	C222	0
2021	4	Ireland (Customs)	C167	2
2021	4	Italy	C54	48
2021	4	Italy	C55	168
2021	4	Italy	C57	22
2021	4	Italy	C58	2
2021	4	Italy	C71	12
2021	4	Italy	C80	1844
2021	4	Italy	C89	46
2021	4	Italy	C94	2
2021	4	Italy	C112	4
2021	4	Italy	C134	0
2021	4	Italy	C143	152
2021	4	Italy	C176	10
2021	4	Italy	C190	20
2021	4	Ireland (Customs)	C114	360
2021	4	Ireland	C243	2
2021	4	Ireland	C114	360
2021	4	Iran	C12	774
2021	4	India	C258	0
2021	4	Iran	C2	250
2021	4	India	C245	148
2021	4	India	C238	0
2021	4	India	C242	0
2021	4	India	C214	260
2021	4	India	C220	0
2021	4	India	C225	240
2021	4	India	C111	0
2021	4	India	C129	0
2021	4	India	C141	0
2021	4	India	C156	44000
2021	4	India	C157	748
2021	4	India	C163	0
2021	4	India	C172	768
2021	4	India	C179	46
2021	4	India	C188	38
2021	4	Hungary	C10	2784
2021	4	Guatemala	C103	0
2021	4	Hungary	C54	94
2021	4	Hungary	C58	246
2021	4	Hungary	C94	324
2021	4	Greece	C57	0
2021	4	Germany (Customs)	C256	752
